isoform,ref_enst,structural_category
PB.10162.8,ENST00000592951.5,full-splice_match
PB.10163.1,ENST00000359995.10,full-splice_match
PB.10163.3,ENST00000585202.5,full-splice_match
PB.10164.2,ENST00000636222.1,incomplete-splice_match
PB.10165.1,ENST00000592063.6,full-splice_match
PB.10165.10,ENST00000590602.6,full-splice_match
PB.10165.11,ENST00000698548.1,incomplete-splice_match
PB.10165.4,ENST00000698547.1,full-splice_match
PB.10165.5,ENST00000698548.1,full-splice_match
PB.10165.6,ENST00000392467.7,incomplete-splice_match
PB.10165.8,ENST00000698547.1,incomplete-splice_match
PB.10165.9,ENST00000698550.1,full-splice_match
PB.10166.1,ENST00000589168.1,full-splice_match
PB.10166.2,ENST00000225777.8,full-splice_match
PB.10167.1,ENST00000330871.3,full-splice_match
PB.10168.1,ENST00000589768.6,full-splice_match
PB.10168.5,ENST00000591455.5,full-splice_match
PB.10168.6,ENST00000591455.5,full-splice_match
PB.10169.3,ENST00000449938.7,full-splice_match
PB.10169.7,ENST00000312010.10,incomplete-splice_match
PB.1017.1,ENST00000294740.3,full-splice_match
PB.1017.4,ENST00000367353.2,full-splice_match
PB.10171.4,ENST00000262764.11,full-splice_match
PB.10172.4,ENST00000585407.5,full-splice_match
PB.10172.5,ENST00000262776.8,full-splice_match
PB.10172.6,ENST00000591778.5,full-splice_match
PB.10174.1,ENST00000580454.5,full-splice_match
PB.10174.2,ENST00000354124.7,full-splice_match
PB.10174.4,ENST00000311661.4,full-splice_match
PB.10174.5,ENST00000579760.6,full-splice_match
PB.10174.6,ENST00000339142.6,full-splice_match
PB.10174.9,ENST00000392445.6,full-splice_match
PB.10175.1,ENST00000579016.6,full-splice_match
PB.10175.2,ENST00000579016.6,full-splice_match
PB.10176.2,ENST00000302345.6,full-splice_match
PB.10176.9,ENST00000392446.10,full-splice_match
PB.10177.1,ENST00000269385.9,full-splice_match
PB.10177.2,ENST00000269385.9,full-splice_match
PB.10178.1,ENST00000269397.9,full-splice_match
PB.10178.2,ENST00000269397.9,full-splice_match
PB.10179.1,ENST00000310942.9,full-splice_match
PB.1018.1,ENST00000348564.11,incomplete-splice_match
PB.10180.1,ENST00000269318.9,incomplete-splice_match
PB.10180.2,ENST00000269318.9,full-splice_match
PB.10180.3,ENST00000397545.9,full-splice_match
PB.10181.2,ENST00000310924.7,full-splice_match
PB.10181.3,ENST00000310924.7,full-splice_match
PB.10182.1,ENST00000649764.2,full-splice_match
PB.10182.2,ENST00000649764.2,full-splice_match
PB.10183.5,ENST00000390015.7,full-splice_match
PB.10183.9,ENST00000302262.8,full-splice_match
PB.10184.2,ENST00000572725.5,full-splice_match
PB.10184.3,ENST00000361193.8,full-splice_match
PB.10185.2,ENST00000319921.4,full-splice_match
PB.10185.3,ENST00000319921.4,full-splice_match
PB.10186.1,ENST00000508628.6,incomplete-splice_match
PB.10188.1,ENST00000306801.8,full-splice_match
PB.10188.2,ENST00000306801.8,full-splice_match
PB.10188.3,ENST00000306801.8,full-splice_match
PB.10188.4,ENST00000575542.5,incomplete-splice_match
PB.10188.5,ENST00000575542.5,incomplete-splice_match
PB.10189.2,ENST00000326317.11,full-splice_match
PB.1019.1,ENST00000331314.11,full-splice_match
PB.1019.2,ENST00000331314.11,incomplete-splice_match
PB.10190.1,ENST00000325167.9,full-splice_match
PB.10191.1,ENST00000577066.2,incomplete-splice_match
PB.10191.2,ENST00000573167.2,full-splice_match
PB.10192.2,ENST00000374782.7,full-splice_match
PB.10192.3,ENST00000450824.7,full-splice_match
PB.10193.2,ENST00000428708.7,full-splice_match
PB.10193.3,ENST00000321280.11,full-splice_match
PB.10194.1,ENST00000300714.7,full-splice_match
PB.10194.3,ENST00000637944.2,full-splice_match
PB.10195.1,ENST00000374759.8,full-splice_match
PB.10195.10,ENST00000374759.8,full-splice_match
PB.10195.12,ENST00000374759.8,full-splice_match
PB.10195.16,ENST00000288439.9,full-splice_match
PB.10195.18,ENST00000288439.9,full-splice_match
PB.10195.19,ENST00000288439.9,full-splice_match
PB.10195.20,ENST00000288439.9,incomplete-splice_match
PB.10196.1,ENST00000570382.2,full-splice_match
PB.10196.2,ENST00000679535.1,full-splice_match
PB.10196.3,ENST00000572105.7,full-splice_match
PB.10196.4,ENST00000575842.5,full-splice_match
PB.10196.5,ENST00000573283.7,full-splice_match
PB.10196.7,ENST00000576544.6,full-splice_match
PB.10196.9,ENST00000680227.1,full-splice_match
PB.10197.3,ENST00000327787.13,full-splice_match
PB.10197.4,ENST00000443656.6,full-splice_match
PB.10198.1,ENST00000331134.11,full-splice_match
PB.10199.1,ENST00000431388.3,full-splice_match
PB.102.19,ENST00000675817.1,full-splice_match
PB.102.27,ENST00000674817.1,full-splice_match
PB.102.3,ENST00000674817.1,full-splice_match
PB.102.38,ENST00000675231.1,full-splice_match
PB.102.5,ENST00000235329.10,full-splice_match
PB.102.55,ENST00000675483.1,incomplete-splice_match
PB.102.56,ENST00000675404.1,incomplete-splice_match
PB.102.6,ENST00000235329.10,full-splice_match
PB.1020.1,ENST00000367333.6,full-splice_match
PB.1020.2,ENST00000367334.9,full-splice_match
PB.1020.3,ENST00000485839.6,full-splice_match
PB.10200.1,ENST00000329214.13,full-splice_match
PB.10200.2,ENST00000329214.13,full-splice_match
PB.10201.2,ENST00000678096.1,incomplete-splice_match
PB.10201.3,ENST00000677243.1,full-splice_match
PB.10201.4,ENST00000329138.9,full-splice_match
PB.10202.1,ENST00000333676.8,full-splice_match
PB.10202.2,ENST00000333676.8,full-splice_match
PB.10203.1,ENST00000575963.1,full-splice_match
PB.10203.2,ENST00000374741.4,full-splice_match
PB.10204.1,ENST00000538396.5,full-splice_match
PB.10204.2,ENST00000455127.7,full-splice_match
PB.10205.1,ENST00000331483.9,full-splice_match
PB.10205.2,ENST00000575069.6,full-splice_match
PB.10205.3,ENST00000439918.7,full-splice_match
PB.10205.4,ENST00000680593.1,full-splice_match
PB.10206.1,ENST00000331531.9,full-splice_match
PB.10206.2,ENST00000574129.5,full-splice_match
PB.10206.3,ENST00000350690.10,full-splice_match
PB.10207.1,ENST00000582984.5,full-splice_match
PB.10207.3,ENST00000269321.12,full-splice_match
PB.10208.1,ENST00000538936.7,full-splice_match
PB.10208.3,ENST00000576343.5,full-splice_match
PB.10208.4,ENST00000538936.7,full-splice_match
PB.10208.5,ENST00000538721.6,full-splice_match
PB.10208.6,ENST00000538936.7,full-splice_match
PB.10209.1,ENST00000357736.9,incomplete-splice_match
PB.10210.1,ENST00000619204.4,full-splice_match
PB.10211.1,ENST00000579978.5,full-splice_match
PB.10211.2,ENST00000344877.10,full-splice_match
PB.10213.1,ENST00000306739.9,full-splice_match
PB.10214.1,ENST00000392359.8,full-splice_match
PB.10215.1,ENST00000580320.5,full-splice_match
PB.10215.2,ENST00000306869.7,full-splice_match
PB.10215.3,ENST00000579334.5,incomplete-splice_match
PB.10216.2,ENST00000306688.8,full-splice_match
PB.10217.1,ENST00000310496.9,full-splice_match
PB.10218.1,ENST00000306749.4,full-splice_match
PB.10218.2,ENST00000306749.4,full-splice_match
PB.10219.2,ENST00000320548.8,full-splice_match
PB.10219.5,ENST00000578552.6,full-splice_match
PB.10219.6,ENST00000306823.10,full-splice_match
PB.10220.1,ENST00000694881.1,full-splice_match
PB.10221.2,ENST00000392334.7,full-splice_match
PB.10221.5,ENST00000314028.11,full-splice_match
PB.10221.6,ENST00000314028.11,full-splice_match
PB.10221.7,ENST00000392334.7,full-splice_match
PB.10222.1,ENST00000313056.10,full-splice_match
PB.10222.2,ENST00000313056.10,full-splice_match
PB.10222.5,ENST00000313056.10,full-splice_match
PB.10222.6,ENST00000313056.10,full-splice_match
PB.10223.1,ENST00000582743.6,full-splice_match
PB.10224.2,ENST00000390006.8,full-splice_match
PB.10224.3,ENST00000309794.16,full-splice_match
PB.10224.4,ENST00000309794.16,full-splice_match
PB.10225.1,ENST00000306645.10,full-splice_match
PB.10225.2,ENST00000306645.10,full-splice_match
PB.10226.3,ENST00000572583.5,full-splice_match
PB.10226.4,ENST00000392325.9,full-splice_match
PB.10227.2,ENST00000335255.10,incomplete-splice_match
PB.10229.1,ENST00000269373.11,full-splice_match
PB.10229.2,ENST00000269373.11,full-splice_match
PB.1023.1,ENST00000367311.5,full-splice_match
PB.1023.2,ENST00000367311.5,full-splice_match
PB.10230.2,ENST00000300784.8,full-splice_match
PB.10230.8,ENST00000300784.8,incomplete-splice_match
PB.10231.3,ENST00000571995.6,full-splice_match
PB.10232.2,ENST00000683282.1,full-splice_match
PB.10234.1,ENST00000261600.11,full-splice_match
PB.10234.2,ENST00000261600.11,full-splice_match
PB.10235.1,ENST00000400256.5,incomplete-splice_match
PB.10236.1,ENST00000647584.2,full-splice_match
PB.10237.1,ENST00000261601.8,full-splice_match
PB.10237.10,ENST00000261601.8,full-splice_match
PB.10237.2,ENST00000582707.5,full-splice_match
PB.10237.3,ENST00000582707.5,full-splice_match
PB.10237.4,ENST00000261601.8,full-splice_match
PB.10237.5,ENST00000261601.8,full-splice_match
PB.10237.6,ENST00000261601.8,full-splice_match
PB.10237.7,ENST00000261601.8,full-splice_match
PB.10237.8,ENST00000582707.5,full-splice_match
PB.10237.9,ENST00000261601.8,full-splice_match
PB.10238.1,ENST00000584307.5,full-splice_match
PB.10238.2,ENST00000314574.5,full-splice_match
PB.10238.3,ENST00000577961.5,incomplete-splice_match
PB.10238.4,ENST00000314574.5,full-splice_match
PB.10238.6,ENST00000584307.5,full-splice_match
PB.10238.9,ENST00000314574.5,full-splice_match
PB.10239.1,ENST00000610185.2,full-splice_match
PB.1024.1,ENST00000358823.7,incomplete-splice_match
PB.1024.2,ENST00000358823.7,incomplete-splice_match
PB.1024.3,ENST00000413307.6,incomplete-splice_match
PB.1024.4,ENST00000358823.7,incomplete-splice_match
PB.1024.5,ENST00000236925.8,incomplete-splice_match
PB.10240.1,ENST00000320876.11,incomplete-splice_match
PB.10240.2,ENST00000688342.1,incomplete-splice_match
PB.10240.3,ENST00000688342.1,incomplete-splice_match
PB.10241.1,ENST00000574538.2,full-splice_match
PB.10241.2,ENST00000319888.10,full-splice_match
PB.10241.3,ENST00000574538.2,full-splice_match
PB.10242.1,ENST00000677752.1,full-splice_match
PB.10243.1,ENST00000254528.4,incomplete-splice_match
PB.10243.2,ENST00000254528.4,full-splice_match
PB.10244.1,ENST00000217652.8,full-splice_match
PB.10244.10,ENST00000536605.1,full-splice_match
PB.10244.11,ENST00000536605.1,full-splice_match
PB.10244.16,ENST00000536605.1,full-splice_match
PB.10244.2,ENST00000608786.1,full-splice_match
PB.10244.21,ENST00000536605.1,incomplete-splice_match
PB.10244.3,ENST00000217652.8,full-splice_match
PB.10244.4,ENST00000608786.1,full-splice_match
PB.10244.5,ENST00000217652.8,full-splice_match
PB.10244.6,ENST00000536605.1,full-splice_match
PB.10244.7,ENST00000536605.1,full-splice_match
PB.10244.9,ENST00000577510.5,full-splice_match
PB.10245.1,ENST00000237500.10,full-splice_match
PB.10245.2,ENST00000237500.10,full-splice_match
PB.10246.1,ENST00000261606.11,full-splice_match
PB.10246.2,ENST00000356443.9,full-splice_match
PB.10246.27,ENST00000261606.11,full-splice_match
PB.10246.29,ENST00000261606.11,full-splice_match
PB.10246.31,ENST00000356443.9,full-splice_match
PB.10246.32,ENST00000261606.11,incomplete-splice_match
PB.10246.33,ENST00000261606.11,incomplete-splice_match
PB.10246.34,ENST00000261606.11,incomplete-splice_match
PB.10246.35,ENST00000261606.11,incomplete-splice_match
PB.10246.36,ENST00000261606.11,incomplete-splice_match
PB.10246.37,ENST00000261606.11,incomplete-splice_match
PB.10246.38,ENST00000261606.11,incomplete-splice_match
PB.10246.40,ENST00000261606.11,incomplete-splice_match
PB.10246.43,ENST00000261606.11,incomplete-splice_match
PB.10246.46,ENST00000261606.11,incomplete-splice_match
PB.10246.47,ENST00000261606.11,incomplete-splice_match
PB.10246.48,ENST00000261606.11,incomplete-splice_match
PB.10247.1,ENST00000343820.10,full-splice_match
PB.10248.1,ENST00000400150.7,full-splice_match
PB.10248.2,ENST00000400155.5,full-splice_match
PB.10249.1,ENST00000400143.7,full-splice_match
PB.10249.2,ENST00000400143.7,full-splice_match
PB.10249.3,ENST00000400143.7,full-splice_match
PB.10249.4,ENST00000615385.4,full-splice_match
PB.10249.5,ENST00000651870.1,full-splice_match
PB.10249.6,ENST00000400143.7,full-splice_match
PB.1025.11,ENST00000367295.5,incomplete-splice_match
PB.1025.19,ENST00000685211.1,incomplete-splice_match
PB.1025.2,ENST00000367296.8,incomplete-splice_match
PB.10250.1,ENST00000581471.3,full-splice_match
PB.10250.10,ENST00000657250.1,full-splice_match
PB.10250.12,ENST00000582008.6,full-splice_match
PB.10250.13,ENST00000655685.1,full-splice_match
PB.10250.14,ENST00000655685.1,full-splice_match
PB.10250.15,ENST00000655685.1,full-splice_match
PB.10250.16,ENST00000653507.2,full-splice_match
PB.10250.17,ENST00000655685.1,full-splice_match
PB.10250.18,ENST00000656810.1,full-splice_match
PB.10250.19,ENST00000653507.2,full-splice_match
PB.10250.2,ENST00000665272.1,full-splice_match
PB.10250.20,ENST00000657955.1,full-splice_match
PB.10250.21,ENST00000581471.3,full-splice_match
PB.10250.22,ENST00000581471.3,full-splice_match
PB.10250.3,ENST00000657129.1,full-splice_match
PB.10250.4,ENST00000657129.1,full-splice_match
PB.10250.5,ENST00000582008.6,full-splice_match
PB.10250.6,ENST00000656810.1,full-splice_match
PB.10250.7,ENST00000581471.3,full-splice_match
PB.10250.9,ENST00000581471.3,full-splice_match
PB.10251.3,ENST00000400053.8,incomplete-splice_match
PB.10251.4,ENST00000400053.8,incomplete-splice_match
PB.10253.1,ENST00000318388.11,full-splice_match
PB.10254.10,ENST00000546007.6,incomplete-splice_match
PB.10254.4,ENST00000262126.9,incomplete-splice_match
PB.10254.5,ENST00000262126.9,incomplete-splice_match
PB.10254.7,ENST00000262126.9,incomplete-splice_match
PB.10255.1,ENST00000400020.7,incomplete-splice_match
PB.10256.1,ENST00000262120.10,full-splice_match
PB.10256.3,ENST00000262120.10,full-splice_match
PB.10257.1,ENST00000540638.6,full-splice_match
PB.10258.1,ENST00000383432.8,full-splice_match
PB.10258.2,ENST00000609094.2,incomplete-splice_match
PB.10258.3,ENST00000383432.8,full-splice_match
PB.10258.4,ENST00000383432.8,full-splice_match
PB.10258.5,ENST00000609094.2,full-splice_match
PB.10259.1,ENST00000578921.6,full-splice_match
PB.1026.3,ENST00000361565.9,full-splice_match
PB.1026.6,ENST00000361565.9,full-splice_match
PB.1026.7,ENST00000361565.9,full-splice_match
PB.1026.8,ENST00000361565.9,full-splice_match
PB.10260.1,ENST00000400000.7,full-splice_match
PB.10260.2,ENST00000340541.4,full-splice_match
PB.10260.3,ENST00000340541.4,full-splice_match
PB.10260.4,ENST00000400000.7,full-splice_match
PB.10260.5,ENST00000400000.7,full-splice_match
PB.10260.6,ENST00000400000.7,full-splice_match
PB.10260.7,ENST00000400000.7,full-splice_match
PB.10260.8,ENST00000400000.7,full-splice_match
PB.10262.3,ENST00000322897.11,incomplete-splice_match
PB.10263.2,ENST00000400556.8,full-splice_match
PB.10263.3,ENST00000400556.8,full-splice_match
PB.10263.4,ENST00000400555.7,full-splice_match
PB.10263.5,ENST00000400555.7,incomplete-splice_match
PB.10264.1,ENST00000526991.3,full-splice_match
PB.10264.2,ENST00000526991.3,full-splice_match
PB.10264.3,ENST00000526991.3,full-splice_match
PB.10264.4,ENST00000526991.3,full-splice_match
PB.10264.6,ENST00000526991.3,full-splice_match
PB.10264.7,ENST00000526991.3,full-splice_match
PB.10265.1,ENST00000496196.5,full-splice_match
PB.10265.2,ENST00000344987.11,full-splice_match
PB.10265.3,ENST00000588072.6,full-splice_match
PB.10265.4,ENST00000588072.6,full-splice_match
PB.10265.5,ENST00000588072.6,full-splice_match
PB.10265.6,ENST00000496196.5,full-splice_match
PB.10265.8,ENST00000588072.6,full-splice_match
PB.10266.1,ENST00000269159.8,full-splice_match
PB.10268.1,ENST00000269143.8,full-splice_match
PB.10268.10,ENST00000688199.1,full-splice_match
PB.10268.11,ENST00000269143.8,incomplete-splice_match
PB.10268.12,ENST00000269143.8,incomplete-splice_match
PB.10268.13,ENST00000269143.8,incomplete-splice_match
PB.10268.15,ENST00000269143.8,incomplete-splice_match
PB.10268.7,ENST00000269143.8,full-splice_match
PB.10269.3,ENST00000464481.5,incomplete-splice_match
PB.1027.1,ENST00000340006.7,full-splice_match
PB.10270.1,ENST00000586653.5,full-splice_match
PB.10270.2,ENST00000590103.5,full-splice_match
PB.10270.3,ENST00000317702.10,full-splice_match
PB.10270.4,ENST00000591909.5,full-splice_match
PB.10270.5,ENST00000417736.2,full-splice_match
PB.10271.1,ENST00000262127.7,full-splice_match
PB.10272.1,ENST00000317615.11,full-splice_match
PB.10273.2,ENST00000262124.15,full-splice_match
PB.10273.3,ENST00000262124.15,full-splice_match
PB.10273.4,ENST00000399892.7,full-splice_match
PB.10273.5,ENST00000399892.7,full-splice_match
PB.10275.1,ENST00000327283.7,full-splice_match
PB.10275.2,ENST00000309660.10,full-splice_match
PB.10276.2,ENST00000359446.11,full-splice_match
PB.10276.3,ENST00000359446.11,full-splice_match
PB.10276.4,ENST00000590308.1,full-splice_match
PB.10276.5,ENST00000587757.5,full-splice_match
PB.10276.6,ENST00000590308.1,full-splice_match
PB.10276.7,ENST00000359446.11,incomplete-splice_match
PB.10276.8,ENST00000359446.11,incomplete-splice_match
PB.10277.1,ENST00000651643.1,full-splice_match
PB.10277.2,ENST00000651643.1,incomplete-splice_match
PB.10277.3,ENST00000651643.1,full-splice_match
PB.10277.4,ENST00000592976.5,full-splice_match
PB.10277.6,ENST00000592976.5,full-splice_match
PB.10277.8,ENST00000592976.5,full-splice_match
PB.10277.9,ENST00000592976.5,full-splice_match
PB.10278.1,ENST00000592345.5,incomplete-splice_match
PB.10278.2,ENST00000588435.1,full-splice_match
PB.10279.1,ENST00000399799.3,incomplete-splice_match
PB.10279.2,ENST00000399799.3,incomplete-splice_match
PB.10279.3,ENST00000635540.1,incomplete-splice_match
PB.10279.4,ENST00000635540.1,incomplete-splice_match
PB.10279.5,ENST00000635540.1,incomplete-splice_match
PB.10279.6,ENST00000635540.1,incomplete-splice_match
PB.10279.7,ENST00000635540.1,incomplete-splice_match
PB.10279.8,ENST00000635540.1,incomplete-splice_match
PB.10279.9,ENST00000635540.1,incomplete-splice_match
PB.1028.1,ENST00000464117.1,full-splice_match
PB.1028.2,ENST00000362011.7,full-splice_match
PB.1028.3,ENST00000362011.7,full-splice_match
PB.1028.4,ENST00000362011.7,full-splice_match
PB.1028.5,ENST00000464117.1,full-splice_match
PB.10280.1,ENST00000383314.7,incomplete-splice_match
PB.10280.2,ENST00000543302.6,incomplete-splice_match
PB.10280.3,ENST00000543302.6,full-splice_match
PB.10280.5,ENST00000383314.7,full-splice_match
PB.10280.7,ENST00000543302.6,full-splice_match
PB.10281.1,ENST00000269214.10,full-splice_match
PB.10281.2,ENST00000269214.10,incomplete-splice_match
PB.10281.3,ENST00000269214.10,incomplete-splice_match
PB.10281.4,ENST00000383276.1,incomplete-splice_match
PB.10282.1,ENST00000300413.10,full-splice_match
PB.10282.2,ENST00000300413.10,full-splice_match
PB.10282.3,ENST00000300413.10,full-splice_match
PB.10283.1,ENST00000289119.7,full-splice_match
PB.10283.2,ENST00000580981.5,full-splice_match
PB.10284.1,ENST00000261537.7,incomplete-splice_match
PB.10284.2,ENST00000261537.7,incomplete-splice_match
PB.10284.3,ENST00000261537.7,incomplete-splice_match
