gene,chrom,strand,start,end,n_tx,plot_start,plot_end,span
ANKMY2,chr7,-,16597154,16645754,3,16595154,16647754,52600
ANKRA2,chr5,-,73552336,73565640,1,73550336,73567640,17304
ANKRD1,chr10,-,90912098,90921177,25,90910098,90923177,13079
ANKRD10,chr13,-,110878541,110915210,6,110876541,110917210,40669
ANKRD11,chr16,-,89267627,89490584,4,89265627,89492584,226957
ANKRD12,chr18,+,9136781,9283759,11,9134781,9285759,150978
ANKRD13A,chr12,+,109999179,110039428,3,109997179,110041428,44249
ANKRD13C,chr1,-,70258988,70354747,12,70256988,70356747,99759
ANKRD17,chr4,-,73074782,73259142,19,73072782,73261142,188360
ANKRD2,chr10,+,97572542,97583882,1,97570542,97585882,15340
ANKRD23,chr2,-,96836260,96844091,9,96834260,96846091,11831
ANKRD26,chr10,-,27017675,27100494,4,27015675,27102494,86819
ANKRD27,chr19,-,32597001,32675180,10,32595001,32677180,82179
ANKRD28,chr3,-,15667242,15859610,3,15665242,15861610,196368
ANKRD29,chr18,-,23598926,23662906,2,23596926,23664906,67980
ANKRD33B,chr5,+,10651483,10657815,2,10649483,10659815,10332
ANKRD34A,chr1,-,145959441,145962605,1,145957441,145964605,7164
ANKRD34C,chr15,+,79219945,79298238,2,79217945,79300238,82293
ANKRD36BP1,chr1,-,168245583,168247327,1,168243583,168249327,5744
ANKRD37,chr4,+,185396005,185400234,1,185394005,185402234,8229
ANKRD39,chr2,-,96848003,96858006,1,96846003,96860006,14003
ANKRD40,chr17,-,50693198,50707978,3,50691198,50709978,18780
ANKRD42,chr11,+,83193727,83256100,3,83191727,83258100,66373
ANKRD44,chr2,-,196989153,197310766,1,196987153,197312766,325613
ANKRD46,chr8,-,100520774,100559756,7,100518774,100561756,42982
ANKRD49,chr11,+,94493986,94501907,3,94491986,94503907,11921
ANKRD50,chr4,-,124664052,124712722,5,124662052,124714722,52670
ANKRD52,chr12,-,56237809,56240325,1,56235809,56242325,6516
ANKRD54,chr22,-,37830856,37844413,3,37828856,37846413,17557
ANKRD6,chr6,+,89433142,89633813,3,89431142,89635813,204671
ANKRD9,chr14,-,102503650,102509746,6,102501650,102511746,10096
ANKS1A,chr6,+,34994404,35091405,10,34992404,35093405,101001
ANKS1B,chr12,-,98744707,99984698,1,98742707,99986698,1243991
ANKZF1,chr2,+,219229825,219236646,2,219227825,219238646,10821
ANLN,chr7,+,36389809,36453784,1,36387809,36455784,67975
ANO1,chr11,+,70078464,70189529,5,70076464,70191529,115065
ANO10,chr3,-,43363313,43622033,3,43361313,43624033,262720
ANO5,chr11,+,22192606,22283410,15,22190606,22285410,94804
ANO6,chr12,+,45215830,45432343,12,45213830,45434343,220513
ANO7,chr2,+,241218263,241241174,1,241216263,241243174,26911
ANOS1,chrX,-,8528875,8732190,2,8526875,8734190,207315
ANP32A,chr15,-,68778538,68820885,6,68776538,68822885,46347
ANP32B,chr9,+,97983301,98015811,2,97981301,98017811,36510
ANP32E,chr1,-,150218412,150236155,10,150216412,150238155,21743
ANPEP,chr15,-,89784896,89814852,1,89782896,89816852,33956
ANTXR1,chr2,+,69013147,69249325,5,69011147,69251325,240178
ANTXR2,chr4,-,79904208,80073519,10,79902208,80075519,173311
ANXA1,chr9,+,73151865,73170390,1,73149865,73172390,22525
ANXA11,chr10,-,80150893,80205736,40,80148893,80207736,58843
ANXA2,chr15,-,60347337,60397986,2,60345337,60399986,54649
ANXA3,chr4,+,78551734,78611404,4,78549734,78613404,63670
ANXA4,chr2,+,69643817,69826459,3,69641817,69828459,186642
ANXA5,chr4,-,121667409,121697055,4,121665409,121699055,33646
ANXA6,chr5,-,151099352,151157835,15,151097352,151159835,62483
ANXA7,chr10,-,73375105,73414076,12,73373105,73416076,42971
AOC1,chr7,+,150826385,150861290,3,150824385,150863290,38905
AOC3,chr17,+,42851205,42858128,3,42849205,42860128,10923
AOPEP,chr9,+,94726718,95087157,8,94724718,95089157,364439
AOX1,chr2,+,200586035,200671492,2,200584035,200673492,89457
AP1AR,chr4,+,112231773,112270047,1,112229773,112272047,42274
AP1B1,chr22,-,29327681,29388578,12,29325681,29390578,64897
AP1G1,chr16,-,71729004,71809106,4,71727004,71811106,84102
AP1M1,chr19,+,16197908,16237075,4,16195908,16239075,43167
AP1S1,chr7,+,101154493,101161275,1,101152493,101163275,10782
AP1S2,chrX,-,15825808,15854828,11,15823808,15856828,33020
AP2A1,chr19,+,49767011,49807110,3,49765011,49809110,44099
AP2A2,chr11,+,925743,1012240,2,923743,1014240,90497
AP2B1,chr17,+,35577950,35726409,16,35575950,35728409,152459
AP2M1,chr3,+,184174860,184184090,6,184172860,184186090,13230
AP2S1,chr19,-,46838167,46850845,1,46836167,46852845,16678
AP3B1,chr5,-,78002329,78294727,5,78000329,78296727,296398
AP3D1,chr19,-,2100988,2151589,13,2098988,2153589,54601
AP3M1,chr10,-,74120256,74151083,13,74118256,74153083,34827
AP3M2,chr8,+,42153038,42171182,7,42151038,42173182,22144
AP3S1,chr5,+,115841932,115914079,2,115839932,115916079,76147
AP3S2,chr15,-,89830601,89894024,17,89828601,89896024,67423
AP4B1,chr1,-,113894204,113905201,5,113892204,113907201,14997
AP4E1,chr15,+,50908699,51005894,2,50906699,51007894,101195
AP4M1,chr7,+,100101648,100107145,1,100099648,100109145,9497
AP5B1,chr11,-,65777621,65780961,2,65775621,65782961,7340
AP5M1,chr14,+,57268476,57295716,13,57266476,57297716,31240
AP5S1,chr20,+,3820524,3825300,3,3818524,3827300,8776
AP5Z1,chr7,+,4775626,4791750,1,4773626,4793750,20124
APBA3,chr19,-,3750773,3761684,2,3748773,3763684,14911
APBB1,chr11,-,6395124,6419498,6,6393124,6421498,28374
APBB1IP,chr10,+,26438333,26567801,1,26436333,26569801,133468
APBB2,chr4,-,40812307,41214542,12,40810307,41216542,406235
APBB3,chr5,-,140558269,140564601,1,140556269,140566601,10332
APC,chr5,+,112707506,112847951,15,112705506,112849951,144445
APCDD1,chr18,+,10454635,10488699,2,10452635,10490699,38064
APEH,chr3,+,49673981,49683502,10,49671981,49685502,13521
APEX1,chr14,+,20455197,20457766,3,20453197,20459766,6569
APEX2,chrX,+,55000002,55007770,1,54998002,55009770,11768
APH1A,chr1,-,150265406,150269003,2,150263406,150271003,7597
API5,chr11,+,43311978,43344529,11,43309978,43346529,36551
APIP,chr11,-,34882368,34916379,1,34880368,34918379,38011
APLF,chr2,+,68467585,68578687,1,68465585,68580687,115102
APLN,chrX,-,129645261,129654957,3,129643261,129656957,13696
APLNR,chr11,-,57233593,57237239,1,57231593,57239239,7646
APLP1,chr19,+,35868551,35879791,3,35866551,35881791,15240
APLP2,chr11,+,130069880,130144808,16,130067880,130146808,78928
APMAP,chr20,-,24962946,24992751,2,24960946,24994751,33805
APOA1,chr11,-,116835754,116837622,3,116833754,116839622,5868
APOB,chr2,-,21001432,21044073,9,20999432,21046073,46641
APOBEC2,chr6,+,41053322,41064884,2,41051322,41066884,15562
APOBEC3C,chr22,+,39014257,39020351,3,39012257,39022351,10094
APOD,chr3,-,195568717,195583940,1,195566717,195585940,19223
APOL1,chr22,+,36253078,36267523,2,36251078,36269523,18445
APOL2,chr22,-,36226211,36239527,3,36224211,36241527,17316
APOL3,chr22,-,36139786,36160759,2,36137786,36162759,24973
APOL4,chr22,-,36189130,36201834,2,36187130,36203834,16704
APOLD1,chr12,+,12785659,12791463,3,12783659,12793463,9804
APOO,chrX,-,23833365,23907934,1,23831365,23909934,78569
APOOL,chrX,+,85003881,85093315,2,85001881,85095315,93434
APP,chr21,-,25880552,26170770,16,25878552,26172770,294218
APPBP2,chr17,-,60443159,60526219,4,60441159,60528219,87060
APPL1,chr3,+,57227737,57273452,25,57225737,57275452,49715
APPL2,chr12,-,105173297,105236147,5,105171297,105238147,66850
APRT,chr16,-,88809471,88811937,1,88807471,88813937,6466
APTR,chr7,-,77657665,77696255,3,77655665,77698255,42590
APTX,chr9,-,32971425,33001641,7,32969425,33003641,34216
AQP1,chr7,+,30911531,30925516,6,30909531,30927516,17985
AQP11,chr11,+,77589595,77611064,2,77587595,77613064,25469
AQP3,chr9,-,33441164,33447593,1,33439164,33449593,10429
AQP4,chr18,-,26851785,26865723,4,26849785,26867723,17938
AQP7,chr9,-,33383133,33402588,19,33381133,33404588,23455
AQP7P1,chr9,-,63266585,63334423,7,63264585,63336423,71838
AQP7P2,chr9,-,64603836,64638879,1,64601836,64640879,39043
AQP7P3,chr9,+,65877446,65945265,4,65875446,65947265,71819
AQP7P4,chr9,+,63126054,63145232,1,63124054,63147232,23178
AQR,chr15,-,34855549,34969809,6,34853549,34971809,118260
AR,chrX,+,67546521,67729978,4,67544521,67731978,187457
ARAF,chrX,+,47561192,47571920,5,47559192,47573920,14728
ARAP1,chr11,-,72685070,72752426,7,72683070,72754426,71356
ARAP3,chr5,-,141653407,141682252,5,141651407,141684252,32845
ARC,chr8,-,142611049,142614477,1,142609049,142616477,7428
ARCN1,chr11,+,118572395,118603030,7,118570395,118605030,34635
AREG,chr4,+,74445059,74455006,1,74443059,74457006,13947
AREL1,chr14,-,74661263,74713107,5,74659263,74715107,55844
ARF1,chr1,+,228082708,228099209,3,228080708,228101209,20501
ARF3,chr12,-,48936210,48957526,2,48934210,48959526,25316
ARF4,chr3,-,57571365,57597386,2,57569365,57599386,30021
ARF5,chr7,+,127588378,127591698,1,127586378,127593698,7320
ARF6,chr14,+,49893034,49897053,6,49891034,49899053,8019
ARFGAP1,chr20,+,63272813,63289789,2,63270813,63291789,20976
ARFGAP2,chr11,-,47164303,47176879,4,47162303,47178879,16576
ARFGAP2_PACSIN3,chr11,-,47164303,47186407,2,47162303,47188407,26104
ARFGAP3,chr22,-,42796532,42857271,4,42794532,42859271,64739
ARFGEF1,chr8,-,67197674,67343929,4,67195674,67345929,150255
ARFGEF2,chr20,+,48921693,49036685,9,48919693,49038685,118992
ARFGEF3,chr6,+,138313864,138344620,3,138311864,138346620,34756
ARFIP1,chr4,+,152779966,152911909,5,152777966,152913909,135943
ARFIP2,chr11,-,6476526,6481338,2,6474526,6483338,8812
ARFRP1,chr20,-,63698653,63707924,3,63696653,63709924,13271
ARGLU1,chr13,-,106541674,106568150,3,106539674,106570150,30476
ARHGAP1,chr11,-,46677084,46700667,13,46675084,46702667,27583
ARHGAP10,chr4,+,147731652,148072779,20,147729652,148074779,345127
ARHGAP12,chr10,-,31805438,31928880,14,31803438,31930880,127442
ARHGAP17,chr16,-,24919393,25015377,11,24917393,25017377,99984
ARHGAP18,chr6,-,129600818,129710225,1,129598818,129712225,113407
ARHGAP19,chr10,-,97222176,97292651,1,97220176,97294651,74475
ARHGAP21,chr10,-,24583616,24635029,1,24581616,24637029,55413
ARHGAP23,chr17,+,38510138,38512382,1,38508138,38514382,6244
ARHGAP24,chr4,+,85778698,86002665,4,85776698,86004665,227967
ARHGAP25,chr2,+,68774784,68826807,1,68772784,68828807,56023
ARHGAP27,chr17,-,45393903,45432887,9,45391903,45434887,42984
ARHGAP29,chr1,-,94172616,94237636,11,94170616,94239636,69020
ARHGAP31,chr3,+,119294081,119417717,5,119292081,119419717,127636
ARHGAP35,chr19,+,46861008,47005066,4,46859008,47007066,148058
ARHGAP39,chr8,-,144529180,144685842,1,144527180,144687842,160662
ARHGAP4,chrX,-,153907378,153926264,2,153905378,153928264,22886
ARHGAP42,chr11,+,100687290,100993934,2,100685290,100995934,310644
ARHGAP44,chr17,+,12789485,12991642,2,12787485,12993642,206157
ARHGAP45,chr19,+,1066997,1086641,1,1064997,1088641,23644
ARHGAP5,chr14,+,32075822,32159723,25,32073822,32161723,87901
ARHGAP5-AS1,chr14,-,32073890,32076831,3,32071890,32078831,6941
ARHGDIA,chr17,-,81867719,81871376,3,81865719,81873376,7657
ARHGDIB,chr12,-,14942028,14961598,1,14940028,14963598,23570
ARHGDIG,chr16,+,280606,283003,1,278606,285003,6397
ARHGEF1,chr19,+,41883200,41907445,4,41881200,41909445,28245
ARHGEF10,chr8,+,1859894,1958633,1,1857894,1960633,102739
ARHGEF10L,chr1,+,17539801,17697872,9,17537801,17699872,162071
ARHGEF12,chr11,+,120336005,120489935,9,120334005,120491935,157930
ARHGEF15,chr17,+,8310228,8323159,7,8308228,8325159,16931
ARHGEF17,chr11,+,73308255,73369303,4,73306255,73371303,65048
ARHGEF18,chr19,+,7395120,7472484,3,7393120,7474484,81364
ARHGEF19,chr1,-,16198104,16207007,1,16196104,16209007,12903
ARHGEF2,chr1,-,155946854,155983417,12,155944854,155985417,40563
ARHGEF26,chr3,+,154121378,154256548,1,154119378,154258548,139170
ARHGEF28,chr5,+,73863043,73941991,2,73861043,73943991,82948
ARHGEF3,chr3,-,56727421,57079308,7,56725421,57081308,355887
ARHGEF35,chr7,-,144186086,144195586,1,144184086,144197586,13500
ARHGEF35-AS1,chr7,+,144195492,144252855,1,144193492,144254855,61363
ARHGEF37,chr5,+,149581347,149634965,8,149579347,149636965,57618
ARHGEF40,chr14,+,21070260,21090245,4,21068260,21092245,23985
ARHGEF6,chrX,-,136665554,136780906,23,136663554,136782906,119352
ARHGEF7,chr13,+,111153650,111305733,10,111151650,111307733,156083
ARHGEF9,chrX,-,63634988,63785546,20,63632988,63787546,154558
ARID1A,chr1,+,26697460,26781158,1,26695460,26783158,87698
ARID1B,chr6,+,157148682,157209265,8,157146682,157211265,64583
ARID2,chr12,+,45729706,45905260,2,45727706,45907260,179554
ARID3B,chr15,+,74541234,74598129,1,74539234,74600129,60895
ARID4A,chr14,+,58298544,58359188,3,58296544,58361188,64644
ARID4B,chr1,-,235166896,235328201,5,235164896,235330201,165305
ARID5A,chr2,+,96536752,96552633,8,96534752,96554633,19881
ARID5B,chr10,+,62049265,62096944,4,62047265,62098944,51679
ARIH1,chr15,+,72474314,72586559,12,72472314,72588559,116245
ARIH2,chr3,+,48918832,48985536,28,48916832,48987536,70704
ARL1,chr12,-,101391728,101407792,11,101389728,101409792,20064
ARL10,chr5,+,176365482,176376361,1,176363482,176378361,14879
ARL13B,chr3,+,93980144,94055277,1,93978144,94057277,79133
ARL14EP,chr11,+,30323104,30339912,7,30321104,30341912,20808
ARL15,chr5,-,53883944,54310558,2,53881944,54312558,430614
ARL17A,chr17,-,46527084,46579691,4,46525084,46581691,56607
ARL2,chr11,+,65014171,65022183,1,65012171,65024183,12012
ARL2BP,chr16,+,57245110,57253633,3,57243110,57255633,12523
ARL3,chr10,-,102676665,102714429,2,102674665,102716429,41764
ARL4A,chr7,+,12686876,12691232,8,12684876,12693232,8356
ARL4C,chr2,-,234495171,234496620,1,234493171,234498620,5449
ARL4D,chr17,+,43398993,43400939,1,43396993,43402939,5946
ARL5A,chr2,-,151800987,151828474,5,151798987,151830474,31487
ARL5B,chr10,+,18659397,18681635,4,18657397,18683635,26238
ARL6,chr3,+,97764542,97801188,4,97762542,97803188,40646
ARL6IP1,chr16,-,18791669,18801548,1,18789669,18803548,13879
ARL6IP4,chr12,+,122980693,122982909,5,122978693,122984909,6216
ARL6IP5,chr3,+,69085021,69106357,6,69083021,69108357,25336
ARL6IP6,chr2,+,152717648,152760773,1,152715648,152762773,47125
ARL8A,chr1,-,202133405,202144645,1,202131405,202146645,15240
ARL8B,chr3,+,5122249,5184427,11,5120249,5186427,66178
ARMC1,chr8,-,65602460,65634177,6,65600460,65636177,35717
ARMC10,chr7,+,103074914,103103426,6,103072914,103105426,32512
ARMC2,chr6,+,108848452,108878106,1,108846452,108880106,33654
ARMC5,chr16,+,31458303,31467169,5,31456303,31469169,12866
ARMC6,chr19,+,19033589,19060306,5,19031589,19062306,30717
ARMC7,chr17,+,75109931,75130268,1,75107931,75132268,24337
ARMC8,chr3,+,138187327,138298383,11,138185327,138300383,115056
ARMCX1,chrX,+,101550547,101554690,2,101548547,101556690,8143
ARMCX2,chrX,-,101655286,101659901,12,101653286,101661901,8615
ARMCX3,chrX,+,101623127,101627842,9,101621127,101629842,8715
ARMCX5,chrX,+,102599516,102604155,4,102597516,102606155,8639
ARMCX5-GPRASP2,chrX,+,102599520,102717730,4,102597520,102719730,122210
ARMCX6,chrX,-,101615126,101617990,2,101613126,101619990,6864
ARMH3,chr10,-,101845599,102056246,15,101843599,102058246,214647
ARMH3_KCNIP2,chr10,-,101825975,101939957,1,101823975,101941957,117982
ARMH4,chr14,-,58001113,58152202,5,57999113,58154202,155089
ARMT1,chr6,+,151452350,151470308,4,151450350,151472308,21958
ARNT,chr1,-,150809710,150876719,15,150807710,150878719,71009
ARNT2,chr15,+,80404367,80597928,1,80402367,80599928,197561
ARPC1A,chr7,+,99325923,99366518,2,99323923,99368518,44595
ARPC1B,chr7,+,99374710,99394779,3,99372710,99396779,24069
ARPC2,chr2,+,218217165,218254346,3,218215165,218256346,41181
ARPC3,chr12,-,110434903,110450333,1,110432903,110452333,19430
ARPC4,chr3,+,9792543,9807102,1,9790543,9809102,18559
ARPC5,chr1,-,183626202,183635757,1,183624202,183637757,13555
ARPC5L,chr9,+,124869130,124877731,4,124867130,124879731,12601
ARPIN,chr15,-,89896596,89912983,2,89894596,89914983,20387
ARPIN-AP3S2,chr15,-,89830601,89912966,3,89828601,89914966,86365
ARPP19,chr15,-,52547046,52569203,29,52545046,52571203,26157
ARRB1,chr11,-,75260124,75351720,3,75258124,75353720,95596
ARRB1_ENSG00000279117,chr11,-,75260128,75351720,1,75258128,75353720,95592
ARRB2,chr17,+,4710632,4721498,4,4708632,4723498,14866
ARRDC1,chr9,+,137605660,137615359,2,137603660,137617359,13699
ARRDC1-AS1,chr9,-,137615333,137618870,1,137613333,137620870,7537
ARRDC2,chr19,+,18001126,18014096,2,17999126,18016096,16970
ARRDC3,chr5,-,91368632,91383317,5,91366632,91385317,18685
ARRDC3-AS1,chr5,+,91380387,91453904,2,91378387,91455904,77517
ARRDC4,chr15,+,97960718,97973831,3,97958718,97975831,17113
ARSA,chr22,-,50623457,50628172,7,50621457,50630172,8715
ARSB,chr5,-,78777216,78985414,3,78775216,78987414,212198
ARSD,chrX,-,2904921,2929381,2,2902921,2931381,28460
ARSG,chr17,+,68259161,68422152,5,68257161,68424152,166991
ARSK,chr5,+,95555149,95605056,2,95553149,95607056,53907
ART3,chr4,+,76074710,76112794,6,76072710,76114794,42084
ART4,chr12,-,14827420,14843448,2,14825420,14845448,20028
ARV1,chr1,+,230979092,231000585,1,230977092,231002585,25493
ARVCF,chr22,-,19969876,20016823,7,19967876,20018823,50947
AS3MT,chr10,+,102869496,102938619,6,102867496,102940619,73123
ASAH1,chr8,-,18055994,18084960,24,18053994,18086960,32966
ASAH1-AS1,chr8,+,18084396,18097648,1,18082396,18099648,17252
ASAH2B,chr10,+,50739936,50759249,10,50737936,50761249,23313
ASAP1,chr8,-,130052752,130443940,3,130050752,130445940,395188
ASAP2,chr2,+,9206830,9405677,2,9204830,9407677,202847
ASAP3,chr1,-,23428563,23484245,3,23426563,23486245,59682
ASB1,chr2,+,238426977,238452251,7,238424977,238454251,29274
ASB10,chr7,-,151175698,151187778,2,151173698,151189778,16080
ASB11,chrX,-,15279827,15315630,7,15277827,15317630,39803
ASB11_ENSG00000288980,chrX,-,15276875,15315640,1,15274875,15317640,42765
ASB13,chr10,-,5638868,5666595,2,5636868,5668595,31727
ASB14,chr3,-,57273405,57292723,6,57271405,57294723,23318
ASB15,chr7,+,123601708,123639478,28,123599708,123641478,41770
ASB15-AS1_NDUFA5,chr7,-,123541031,123601611,1,123539031,123603611,64580
ASB16,chr17,+,44170701,44182364,3,44168701,44184364,15663
ASB16-AS1,chr17,-,44175985,44186707,1,44173985,44188707,14722
ASB18,chr2,-,236186528,236264417,8,236184528,236266417,81889
ASB2,chr14,-,93933783,93976740,13,93931783,93978740,46957
ASB3,chr2,-,53670159,53787023,3,53668159,53789023,120864
ASB4,chr7,+,95485883,95540232,2,95483883,95542232,58349
ASB5,chr4,-,176213680,176277662,2,176211680,176279662,67982
ASB6,chr9,-,129634605,129642151,2,129632605,129644151,11546
ASB7,chr15,+,100602589,100651697,4,100600589,100653697,53108
ASB8,chr12,-,48147797,48157569,7,48145797,48159569,13772
ASCC1,chr10,-,72096032,72217016,7,72094032,72219016,124984
ASCC2,chr22,-,29788609,29838269,10,29786609,29840269,53660
ASCC3,chr6,-,100508736,100881364,4,100506736,100883364,376628
ASDURF,chr2,+,189661459,189667245,1,189659459,189669245,9786
ASF1A,chr6,+,118893975,118909165,1,118891975,118911165,19190
ASH1L,chr1,-,155335270,155563205,16,155333270,155565205,231935
ASH2L,chr8,+,38105529,38140350,4,38103529,38142350,38821
ASIP,chr20,+,34262760,34269346,1,34260760,34271346,10586
ASL,chr7,+,66075859,66093315,3,66073859,66095315,21456
ASMTL,chrX,-,1403141,1452923,1,1401141,1454923,53782
ASNS,chr7,-,97852132,97872458,1,97850132,97874458,24326
ASNSD1,chr2,+,189661448,189671382,8,189659448,189673382,13934
ASPA,chr17,+,3475997,3499373,1,3473997,3501373,27376
ASPG,chr14,+,104085567,104112731,4,104083567,104114731,31164
ASPH,chr8,-,61500550,61714656,72,61498550,61716656,218106
ASPN,chr9,-,92456213,92482506,1,92454213,92484506,30293
ASPSCR1,chr17,+,81977634,82017403,1,81975634,82019403,43769
ASRGL1,chr11,+,62337457,62392568,1,62335457,62394568,59111
ASS1,chr9,+,130444961,130501247,1,130442961,130503247,60286
ASTE1,chr3,-,131013880,131026798,2,131011880,131028798,16918
ASTN1,chr1,-,176865760,176934191,1,176863760,176936191,72431
ASTN2,chr9,-,116425225,117415039,2,116423225,117417039,993814
ASXL1,chr20,+,32358529,32439318,2,32356529,32441318,84789
ASXL2,chr2,-,25733760,25878464,2,25731760,25880464,148704
ASXL3,chr18,+,33746837,33751171,1,33744837,33753171,8334
ATAD1,chr10,-,87744641,87818276,21,87742641,87820276,77635
ATAD2,chr8,-,123320501,123416358,8,123318501,123418358,99857
ATAD2B,chr2,-,23758026,23927081,2,23756026,23929081,173055
ATAD3A,chr1,+,1512154,1534684,2,1510154,1536684,26530
ATAT1,chr6,+,30626863,30644655,3,30624863,30646655,21792
ATE1,chr10,-,121740425,121928477,22,121738425,121930477,192052
ATF1,chr12,+,50763486,50821154,5,50761486,50823154,61668
ATF2,chr2,-,175072252,175168332,10,175070252,175170332,100080
ATF2_CHN1,chr2,-,174799492,175168210,2,174797492,175170210,372718
ATF3,chr1,+,212608761,212620772,3,212606761,212622772,16011
ATF4,chr22,+,39520563,39522679,1,39518563,39524679,6116
